Sample ID,Nu Cluster,Type,Latitude,Longitude,Depth (m),Elevation,Distance to land (km),MAAT,pH,744,1302,1300,1298,1296,1292,1292',1050-5,1050-6,1048-5,1048-6,1036-5,1036-6,1034-5,1034-6,1032-5,1032-6,1022,1020,1018
GR204,Soil-type,R,16.72101,82.21954,NA,NA,0,28.1055795,9.19,,0.000159282,4.55602E-05,4.97299E-05,3.36538E-05,0.000536107,2.45E-05,0,3.10E-05,0,0,4.21E-05,7.84E-05,0,8.08E-05,0,0,0.000272771,0.000133386,0.000065224
GR205,Soil-type,R,16.71267,82.25247,NA,NA,0,28.1055795,7.62,,0.061864289,0.00360947,0.002879774,0.003049867,0.046967566,0.004000842,0.002378021,0.010595488,0.000241326,0.001432947,0.01511235,0.068366521,0.002433604,0.027948067,0.000663946,0.002890855,0.257056629,0.067022469,0.011430608
GR206,Soil-type,R,16.70512,82.2865,NA,NA,0,28.1055795,7.92,,0.034433867,0.004980415,0.003508615,0.002824716,0.057657797,0.003123502,0.001024816,0.003210461,0,0,0.005179835,0.017060184,0.001573462,0.007488119,0,0.000783888,0.088335625,0.018045015,0.003815199
GR207,Soil-type,R,16.71235,82.32144,NA,NA,0,28.1055795,7.75,,0.059634665,0.003249538,0.002394466,0.002559143,0.044064289,0.004032456,0.002134349,0.009395613,0.000148705,0.000861398,0.013014146,0.065951674,0.00249795,0.024587026,0.000564379,0.002606748,0.232783938,0.059604074,0.010901593
GR208,Soil-type,R,16.7329,82.34866,NA,NA,0,28.1055795,7.99,,0.030612255,0.002914951,0.002003819,0.001822956,0.033590151,0.002268265,0.000819043,0.00345179,0,0.00039966,0.005259037,0.023053343,0.001386391,0.01148339,0.00017283,0.001394466,0.091225378,0.029822865,0.006150714
GR209,Soil-type,R,16.76539,82.35769,NA,NA,0,28.1055795,7.84,,0.047366326,0.003571696,0.00293811,0.001976681,0.04086276,0.002955164,0.001563599,0.005453685,0.000184407,0.000549168,0.011554488,0.03867139,0.001713079,0.014942695,0.000346772,0.001619532,0.178902421,0.041593445,0.007941044
GR210,Soil-type,R,16.69619,82.03221,NA,NA,0,28.1055795,7.82,,0.028067303,0.003745217,0.003894336,0.002922926,0.052487731,0.002498677,0.000944321,0.003675194,0,0.000408757,0.006892956,0.021582035,0.001821082,0.015260913,0.000282265,0.002082459,0.084624614,0.034895698,0.007190533
GR211,Soil-type,R,16.697035,82.033,NA,NA,0,28.1055795,8.25,,0.033240864,0.002584817,0.002345816,0.002254061,0.033925195,0.002938405,0.001191213,0.004583872,0,0.000595729,0.009544134,0.02978176,0.002098618,0.014735035,0.000297275,0.001667524,0.126786433,0.035540452,0.006486839
GR212,Soil-type,R,16.69788,82.03379,NA,NA,0,28.1055795,9.04,,0.000104944,3.10571E-05,0,0,0.000211933,2.44E-05,0,0,0,0,0,6.57E-05,0,9.53E-05,0,2.47E-05,0.000216983,0.000175465,8.58244E-05
GR213,Soil-type,R,16.89347,81.73952,NA,NA,0,27.93615861,8.9,,0.000607465,7.68696E-05,5.15772E-05,3.24417E-05,0.00067801,5.75E-05,6.12E-05,0.000101254,0,0,0.000474488,0.000537375,4.86E-05,0.000292713,0,3.98E-05,0.002834988,0.000833451,0.000189716
GR214,Soil-type,R,16.78003,81.84998,NA,NA,0,27.93615861,9.05,,9.29912E-05,2.63113E-05,1.56205E-05,1.96183E-05,0.000150911,2.08E-05,0,0,0,0,4.96E-05,4.18E-05,0,5.24E-05,0,0,0.000232596,0.000123545,4.64828E-05
GR215,Soil-type,R,16.6919,81.80386,NA,NA,0,27.93615861,8.6,,0.000161993,3.29188E-05,2.00221E-05,2.16956E-05,0.000298443,2.26E-05,0,2.61E-05,0,0,2.36E-05,0.000152597,0,7.81E-05,0,0,0.000390848,0.000153286,4.38406E-05
GR216,Soil-type,R,16.452,81.78428,NA,NA,0,27.97966143,7.59,,0.041012359,0.004807113,0.001834171,0.001397207,0.022042199,0.001684311,0.00167342,0.003758047,0.000126256,0.0003574,0.011965952,0.024653713,0.002225305,0.008756206,0.000410782,0.000987294,0.156585123,0.032245507,0.006779267
GR217,Soil-type,R,16.52668,81.95644,NA,NA,0,27.93615861,8.98,,0.000171012,3.94759E-05,2.23411E-05,0.000024996,0.000368358,1.83E-05,0,2.16E-05,0,0,4.81E-05,0.000100155,0,0.000118334,0,3.22E-05,0.000421661,0.000238864,0.000110607
GR218,Soil-type,R,17.63339,81.63596,NA,NA,0,25.61744389,6.78,,0.000991264,0.000125777,8.46655E-05,7.80528E-05,0.000889759,4.72E-05,5.17E-05,0.000134709,0,0,0.000412755,0.000860283,5.74E-05,0.000204461,2.16E-05,2.05E-05,0.005176789,0.000815139,0.000171297
GR219,Soil-type,R,17.72158,81.56773,NA,NA,0,25.61744389,6.5,,0.000187317,0.000033526,3.69398E-05,0,0.000340283,0,0,4.22E-05,0,0,0.000188898,0.000371401,0,9.17E-05,0,0,0.00379243,0.000380532,7.29639E-05
GR220,Soil-type,R,17.52717,81.29322,NA,NA,0,27.48206258,7.64,,0.022659173,0.001475396,0.001205264,0.001321691,0.015768413,0.001344788,0.000958095,0.001898253,5.32E-05,0.000161819,0.008660906,0.013354655,0.000921244,0.003803531,0.000257546,0.000381197,0.101564785,0.017208411,0.002937174
GR221,Soil-type,R,17.57378,81.26011,NA,NA,0,27.48206258,7.46,,0.039497378,0.00210718,0.002082323,0.001655651,0.019207197,0.001189446,0.001207124,0.003304391,0,0,0.014512297,0.024094833,0.001442249,0.006278174,0,0,0.159757024,0.021607448,0.004049669
GR222,Soil-type,R,17.65486,80.98012,NA,NA,0,27.42387049,8.98,,0.000389301,4.31021E-05,3.04821E-05,3.55719E-05,0.000420159,4.86E-05,1.64E-05,4.99E-05,0,0,0.000127914,0.000360739,2.97E-05,0.000220077,0,2.48E-05,0.001603136,0.000408959,0.000100575
GR223,Soil-type,R,17.93664,80.88893,NA,NA,0,27.42387049,9.18,,0.000157175,2.87639E-05,1.90616E-05,2.37477E-05,0.00029303,2.48E-05,0,3.18E-05,0,0,2.87E-05,0.00015136,1.69E-05,0.000155643,0,2.43E-05,0.000513329,0.000230969,7.78581E-05
GR224,Soil-type,R,17.93688,80.89186,NA,NA,0,27.42387049,9.17,,0.000164613,3.10181E-05,2.00613E-05,3.29964E-05,0.000388171,3.02E-05,1.70E-05,3.66E-05,0,0,0.000159448,0.00018569,0,0.000225844,0,3.45E-05,0.000714597,0.000282467,0.000106344
GR225,Soil-type,R,18.75046,80.0029,NA,NA,0,27.8288846,9.09,,0.001148234,7.49093E-05,0,7.32429E-05,0.001077385,0.000100556,0,0.000304033,0,0,0.000256229,0.002032611,0,0.001190958,0,0.000115412,0.004151694,0.001659819,0.000299272
GR226,Soil-type,R,18.60869,79.80271,NA,NA,0,27.9849581,8.64,,0.000180732,6.72339E-05,3.39858E-05,7.32911E-05,0.001096562,7.55E-05,0,6.79E-05,0,0,2.84E-05,0.000479902,0,0.000406976,0,8.95E-05,0.000729823,0.000680535,0.000300965
GR227,Soil-type,R,18.86726,79.95041,NA,NA,0,27.9849581,8.28,,0.011139988,0.00060223,0.000405863,0.000476034,0.009282411,0.001093085,0.000353801,0.001665556,5.67E-05,0.000194676,0.002085633,0.011280315,0.00055502,0.005038188,8.77E-05,0.000588681,0.037662389,0.012762755,0.002278168
GR228,Soil-type,R,18.87391,79.85004,NA,NA,0,27.9849581,8.21,,0.006264598,0.000371597,0.000348454,0.000339784,0.006223694,0.000832903,0.000288636,0.001068838,0,0.00013516,0.001971962,0.009781399,0.000639206,0.003763977,8.20E-05,0.000495481,0.033834575,0.012456135,0.002222987
GR229,Soil-type,R,19.67726,79.78838,NA,NA,0,27.78919538,8.23,,0.000159961,3.81699E-05,2.67271E-05,3.90707E-05,0.00060071,5.27E-05,2.59E-05,9.20E-05,0,0,0.000132093,0.000396632,3.79E-05,0.000452695,0,6.92E-05,0.000895857,0.000585309,0.0001902
GR230,Soil-type,R,19.78741,79.70904,NA,NA,0,27.78919538,9.05,,0.000457965,3.98289E-05,0.000028447,3.69748E-05,0.000591479,5.55E-05,0,9.46E-05,0,0,6.89E-05,0.000557166,2.26E-05,0.000366295,0,7.03E-05,0.001182367,0.00065517,0.000196844
GR231,Soil-type,R,20.48403,79.94427,NA,NA,0,27.28128575,8.89,,0.000212594,3.33767E-05,1.98528E-05,2.33559E-05,0.000417108,4.37E-05,0,4.59E-05,0,0,3.74E-05,0.000262012,1.62E-05,0.000225675,0,3.66E-05,0.000614863,0.000349295,0.000113345
GR232,Soil-type,R,20.12361,79.92816,NA,NA,0,27.28128575,8.41,,0.0001218,0.000031069,1.91287E-05,3.07929E-05,0.000431141,4.59E-05,0,5.31E-05,0,0,3.22E-05,0.000278878,1.61E-05,0.000250032,0,3.58E-05,0.000460165,0.000298673,0.000109584
GR233,Soil-type,R,20.12908,78.99722,NA,NA,0,27.52097504,9.18,,0.000288227,8.17207E-05,0.000039039,6.98142E-05,0.000865419,8.59E-05,0,0.000155003,0,4.94E-05,5.54E-05,0.000793492,7.56E-05,0.001092153,0,0.000215053,0.001175034,0.001417014,0.000554964
GR234,Soil-type,R,19.02217,76.72588,NA,NA,0,27.36221795,8.87,,0.004624824,0.000190641,0.000157367,0.000141631,0.002087393,0.000265856,0.000339698,0.001136539,6.59E-05,0.000162152,0.001450731,0.005604958,0.000970306,0.003757166,0.000122593,0.000430394,0.009125335,0.005751474,0.001183149
GR235,Soil-type,R,19.27887,76.91233,NA,NA,0,27.36221795,7.88,,0.068721946,0.001877702,0.003019641,0.001350697,0.029038859,0.006695993,0.000786399,0.004622642,0,0.000441363,0.00463399,0.030343577,0.00126582,0.010188584,0,0.000710067,0.048132197,0.017531515,0.002159513
GR236,Soil-type,R,19.01348,78.6612,NA,NA,0,27.35833378,9.16,,0.00122566,0.000130959,9.79141E-05,0.000149894,0.002115991,0.0001287,5.18E-05,0.001474841,0,0.00026858,0.000317422,0.006316658,0.000199222,0.004970451,3.15E-05,0.000457725,0.006515173,0.005202783,0.000768094
GR237,Soil-type,R,18.70466,77.79234,NA,NA,0,27.49851738,8.24,,0.011978312,0.00105818,0.001722044,0.000931589,0.021509517,0.003089112,0.000497801,0.00241637,6.51E-05,0.000349604,0.003004593,0.018362586,0.00118175,0.006306468,0.000116819,0.000489394,0.033340228,0.014828171,0.002087176
GR238,Soil-type,R,19.37394801,75.71331804,NA,NA,0,26.95296653,7.93,,0.075696093,0.002671055,0.004503776,0.002002664,0.0410923,0.008845861,0.003143581,0.02488388,0.000414688,0.001650451,0.018014281,0.101619457,0.005417924,0.028782527,0.000532774,0.001763311,0.117425203,0.041177695,0.005037973
GR239,Soil-type,R,16.99743,81.7649,NA,NA,0,27.93615861,NA,,0.059144809,0.007398202,0.00626297,0.006796493,0.101038933,0.006990295,0.001574896,0.007588386,0,0,0.019447834,0.059553246,0.003809043,0.029052521,0,0.003331694,0.256908727,0.061565361,0.011945891
GR240,Soil-type,R,17.03538,81.7403,NA,NA,0,27.35903993,NA,,0.038911526,0.004735179,0.004616531,0.00443172,0.06144592,0.004118601,0.001459171,0.006406341,0,0.000904786,0.017452136,0.047245712,0.003138,0.023451704,0.000495843,0.00275815,0.209624361,0.045325222,0.00949506
GR241,Soil-type,R,16.72101,82.21954,NA,NA,0,28.1055795,NA,,0.044816015,0.010389971,0.012019908,0.006028095,0.12724084,0.005449865,0.001277965,0.004371525,0,0,0.01364319,0.035902851,0.003642936,0.017765109,0.000632081,0.002652681,0.179035987,0.039936769,0.010275353
GR242,Soil-type,R,16.71267,82.25247,NA,NA,0,28.1055795,NA,,0.042188251,0.002712103,0.002309109,0.002166372,0.038043576,0.004074025,0.001534376,0.00667185,0,0,0.016710681,0.0469303,0.003580993,0.01861121,0.00064281,0.002000401,0.176096184,0.042570542,0.007908855
GR243,Soil-type,R,16.70512,82.2865,NA,NA,0,28.1055795,NA,,0.040896966,0.00746376,0.005656492,0.004297612,0.088524905,0.00538026,0.001096591,0.003247869,0,0,0.012130719,0.024224376,0.002327286,0.010051564,0.000382561,0.001100533,0.13107951,0.026162282,0.005818247
GR244,Soil-type,R,16.71235,82.32144,NA,NA,0,28.1055795,NA,,0.041927287,0.002676709,0.002611269,0.001932799,0.035813573,0.003997803,0.001483399,0.006311084,0,0,0.015735181,0.04466575,0.003245636,0.017737524,0.000605633,0.00187684,0.168943737,0.038495701,0.007633564
GR245,Soil-type,R,16.7329,82.34866,NA,NA,0,28.1055795,NA,,0.035310693,0.006110289,0.004408594,0.002869437,0.070591413,0.004052951,0.000869112,0.003168106,0,0.000498647,0.009015728,0.021508046,0.00183974,0.009964359,0.0003461,0.001214087,0.09257362,0.025454817,0.005401303
GR246,Soil-type,R,16.76539,82.35769,NA,NA,0,28.1055795,NA,,0.034370982,0.003378305,0.002928281,0.002079697,0.040974181,0.003134035,0.001373747,0.004326809,0,0,0.014330131,0.030987942,0.003022833,0.011856908,0.000514927,0.001476793,0.147163099,0.032340861,0.006491356
GR247,Soil-type,R,16.69619,82.03221,NA,NA,0,28.1055795,NA,,0.046275763,0.00545813,0.00538927,0.005175966,0.069640487,0.004557068,0.001912526,0.006417647,0.000164116,0.00100003,0.019761995,0.048633169,0.004232173,0.025295382,0.000629627,0.003101971,0.17614812,0.055686339,0.010965327
GR248,Soil-type,R,16.697035,82.033,NA,NA,0,28.1055795,NA,,0.049941677,0.003934272,0.004175604,0.003500036,0.052041157,0.005196785,0.00206641,0.008076108,0,0.001106909,0.020713907,0.056706413,0.004661089,0.025637701,0.000587971,0.002829208,0.185659412,0.054215315,0.009784084
GR249,Soil-type,R,16.69788,82.03379,NA,NA,0,28.1055795,NA,,0.012779023,0.00170395,0.001606345,0.001204748,0.021076687,0.001378035,0.000581169,0.001846347,0,0,0.004701864,0.012510576,0.001973001,0.008190527,0.000300392,0.001239378,0.039700134,0,0.004619901
GR250,Soil-type,R,16.89347,81.73952,NA,NA,0,27.93615861,NA,,0.016956649,0.002069912,0.001577716,0.001876966,0.026343004,0.001883142,0.000841092,0.002465599,0,0,0.008760555,0.017634248,0.001736967,0.007647927,0.000267593,0.000906138,0.078835515,0.020740985,0.003807119
GR251,Soil-type,R,17.63339,81.63596,NA,NA,0,25.61744389,NA,,0.04645306,0.004161247,0.003807064,0.002344129,0.039648359,0.002477908,0.002616393,0.006732506,0,0,0.024914544,0.04851443,0.003272279,0.007724503,0.000926076,0.000557492,0.230832725,0.025827064,0.005598302
GR252,Soil-type,R,17.72158,81.56773,NA,NA,0,25.61744389,NA,,0.015678913,0.003083167,0.003215198,0.002159167,0.02711383,0.002026664,0.000869927,0.0016126,0,0,0.011255309,0.018891653,0.000812216,0.003542212,0,0,0.16802567,0.01273775,0.002336198
GR253,Soil-type,R,17.52717,81.29322,NA,NA,0,27.48206258,NA,,0.037393529,0.003202891,0.003371059,0.002567413,0.034247047,0.003504861,0.001550621,0.003733628,0,0,0.017904715,0.028619074,0.002751114,0.008382196,0.000473114,0.000709231,0.171309158,0.027316025,0.005004701
GR254,Soil-type,R,17.65486,80.98012,NA,NA,0,27.42387049,NA,,0.01508823,0.0013232,0.000833842,0.000780325,0.020248804,0.001021305,0.000407677,0.001899223,0,0,0.002991509,0.015019524,0.001033764,0.008482924,0,0.0009666,0.034550782,0.015043845,0.002849649
GR255,Soil-type,R,17.93664,80.88893,NA,NA,0,27.42387049,NA,,0.0148206,0.003362554,0.002322765,0.002984655,0.041843068,0.002149543,0.000473086,0.002668576,0,0.000529149,0.004524698,0.018977009,0.001347075,0.012070817,0.000241233,0.001550547,0.05323143,0.021302158,0.004562158
GR256,Soil-type,R,17.93688,80.89186,NA,NA,0,27.42387049,NA,,0.01241764,0.001897693,0.001389434,0.00164688,0.025573277,0.001432944,0.000509871,0.003229838,0,0.000650358,0.004529218,0.021047049,0.00137062,0.015202155,0,0.001901574,0.054661222,0.023174215,0.005242139
GR257,Soil-type,R,18.75046,80.0029,NA,NA,0,27.8288846,NA,,0.037806149,0.00152947,0.001575814,0.001459079,0.029932693,0.003179604,0.001060748,0.008537572,0,0.001031795,0.010462406,0.056459063,0.00250227,0.029975045,0.000326427,0.002912745,0.119967139,0.04892872,0.007231037
GR258,Soil-type,R,18.86726,79.95041,NA,NA,0,27.9849581,NA,,0.011367466,0.00078744,0.000970821,0.000681013,0.011935121,0.002052567,0.000489799,0.002110267,0,0.000259356,0.004620675,0.014867134,0.001295337,0.005984798,0.000112021,0.000645412,0.041592069,0.015101255,0.002409276
GR259,Soil-type,R,18.87391,79.85004,NA,NA,0,27.9849581,NA,,0.01695199,0.001359803,0.001124112,0.001143979,0.01988294,0.002731338,0.000809482,0.002813944,9.69E-05,0.000365132,0.008406727,0.020872076,0.002691464,0.008355543,0.000229574,0.001006609,0.062511776,0.023669872,0.004556488
GR260,Soil-type,R,19.78741,79.70904,NA,NA,0,27.78919538,NA,,0.041175117,0.003419058,0.002637486,0.002984074,0.044614143,0.003699785,0.001081702,0.007329746,0,0.001136163,0.010388456,0.049331171,0.003109468,0.027361182,0,0.002779964,0.096066055,0.04106424,0.007104564
GR261,Soil-type,R,19.02217,76.72588,NA,NA,0,27.36221795,NA,,0.088379679,0.00431414,0.002482995,0.001695823,0.029854212,0.003956912,0.007045391,0.024423964,0.001315937,0.003974255,0.043077178,0.122575333,0.022530978,0.073485771,0.002847425,0.007425639,0.17210245,0.106084314,0.021294868
GR262,Soil-type,R,19.27887,76.91233,NA,NA,0,27.36221795,NA,,0.087831321,0.002421042,0.004469152,0.001776014,0.03984152,0.009568727,0.001312184,0.00716187,0.000184774,0.000733712,0.011166162,0.04375871,0.003108363,0.015136581,0.000334766,0.000953406,0.065140809,0.0241169,0.003105507
GR263,Soil-type,R,18.70466,77.79234,NA,NA,0,27.49851738,NA,,0.023523829,0.002608708,0.004613891,0.001945013,0.044691642,0.009174182,0.001135927,0.006507442,0.000200239,0.00074493,0.010567815,0.044450368,0.004027894,0.014890322,0.000263563,0.000868822,0.072866444,0.030739242,0.004047195
NM02-01,Soil-type,S,49.33,119.97,0.1,654,0,-0.44,7.7,,0.008,0.004,0.005,0.002,0.041,0.003,0.007,0.011,0,0,0.026,0.046,0.007,0.008,0.001,0,0.053,0.016,0.003
NM02-03,Soil-type,S,49.05,119.54,0.1,710,0,-0.86,7.73,,0.005,0.002,0.002,0.001,0.018,0.001,0.005,0.007,0,0,0.017,0.034,0.004,0.004,0,0,0.042,0.012,0.002
NM02-07,Soil-type,S,48.48,119.65,0.1,758,0,-0.98,8.3,,0.02,0.001,0.004,0.002,0.037,0.003,0.006,0.01,0,0,0.022,0.041,0.007,0.008,0.001,0,0.034,0.012,0.002
NM02-08,Soil-type,S,49.49,118.4,0.1,599,0,0.18,8.33,,0.004,0.001,0.002,0.001,0.01,0.001,0.002,0.002,0,0,0.007,0.012,0.001,0.002,0,0,0.016,0.004,0
NM02-12,Soil-type,S,48.81,116.79,0.1,578,0,1.29,9.7,,0.01,0.002,0.003,0.001,0.031,0.004,0.004,0.019,0,0,0.01,0.039,0.001,0.003,0,0,0.017,0.002,0
NM02-14,Soil-type,S,48.76,118.7,0.1,705,0,-0.29,8.41,,0.005,0.002,0.003,0.001,0.025,0.003,0.003,0.007,0,0,0.008,0.023,0.002,0.003,0,0,0.014,0.004,0.001
NM02-16,Soil-type,S,49.62,119.79,0.1,751,0,-1.81,7.84,,0.014,0.003,0.004,0.002,0.034,0.003,0.008,0.012,0,0,0.029,0.045,0.005,0.008,0,0,0.049,0.011,0.002
NM03-05,Soil-type,S,43.58,116.69,0.1,1236,0,0.86,8.73,,0.007,0.001,0.002,0.001,0.011,0.001,0.002,0.005,0,0,0.005,0.015,0.001,0.003,0,0,0.009,0.003,0
NM03-11,Soil-type,S,43.83,116.48,0.1,1105,0,1.66,8.14,,0.033,0.005,0.007,0.003,0.053,0.005,0.005,0.017,0,0.001,0.007,0.03,0.003,0.007,0,0,0.01,0.004,0.001
NM03-13,Soil-type,S,44.64,117.76,0.1,1204,0,1.04,8.87,,0.015,0.004,0.004,0.002,0.047,0.005,0.006,0.019,0.001,0.002,0.006,0.032,0.01,0.011,0,0.001,0.012,0.01,0.003
NM04-01,Soil-type,S,43.93,116.29,0.1,1241,0,1.76,8.23,,0.006,0.002,0.002,0.001,0.014,0.001,0.002,0.005,0,0,0.005,0.015,0.001,0.002,0,0,0.009,0.002,0
NM04-04,Soil-type,S,43.74,116.11,0.1,1078,0,2.4,9.24,,0.009,0.002,0.002,0.001,0.02,0.002,0.002,0.006,0,0,0.003,0.016,0.001,0.002,0,0,0.007,0.002,0
NM04-07,Soil-type,S,44.42,116.96,0.1,1046,0,2.14,8.97,,0.017,0.002,0.003,0.001,0.028,0.003,0.003,0.016,0,0.001,0.005,0.033,0.002,0.006,0,0,0.01,0.003,0
NM04-10,Soil-type,S,45.59,117.04,0.1,901,0,1.33,7.76,,0.006,0.001,0.002,0.001,0.013,0.001,0.001,0.004,0,0,0.004,0.014,0.001,0.002,0,0,0.01,0.003,0
NM04-12,Soil-type,S,47.65,119.3,0.1,873,0,-1.4,9.22,,0.011,0.002,0.003,0.001,0.021,0.002,0.006,0.01,0,0,0.02,0.039,0.005,0.006,0,0,0.039,0.011,0.002
NM04-20,Soil-type,S,48.6,116.63,0.1,585,0,1.11,8.85,,0.007,0.001,0.002,0.001,0.017,0.002,0.001,0.004,0,0,0.003,0.015,0.001,0.002,0,0,0.009,0.002,0
NM04-21,Soil-type,S,48.49,117.14,0.1,590,0,1.29,9.06,,0.006,0.001,0.002,0.001,0.011,0.001,0.001,0.002,0,0,0.005,0.008,0.001,0.001,0,0,0.007,0.002,0
NM04-24,Soil-type,S,46.6,119.5,0.1,1063,0,-2.1,8.34,,0.003,0.001,0.002,0.001,0.008,0.001,0.004,0.005,0,0,0.019,0.024,0.004,0.003,0.001,0,0.037,0.009,0.002
NM04-26,Soil-type,S,46.27,118.54,0.1,860,0,0.06,7.71,,0.011,0.001,0.001,0,0.008,0.001,0.002,0.003,0,0,0.006,0.009,0.001,0.001,0,0,0.01,0.003,0
NM04-28,Soil-type,S,45.41,116.91,0.1,885,0,1.36,8.96,,0.01,0.002,0.003,0.001,0.015,0.002,0.001,0.004,0,0,0.001,0.01,0.001,0.001,0,0,0.004,0.001,0
NM04-31,Soil-type,S,44.08,115.91,0.1,998,0,2.68,9.09,,0.004,0.001,0.001,0,0.009,0.001,0.001,0.004,0,0,0.002,0.012,0.001,0.002,0,0,0.007,0.003,0.001
NM04-36,Soil-type,S,43.86,114.16,0.1,1044,0,3.29,8.03,,0.005,0,0.001,0,0.008,0.001,0,0.003,0,0,0.001,0.008,0,0.001,0,0,0.003,0.001,0
NM04-40,Soil-type,S,41.52,110.69,0.1,1546,0,4.36,9.02,,0.008,0.002,0.002,0.001,0.023,0.003,0.001,0.008,0,0,0.001,0.013,0.001,0.002,0,0,0.004,0.001,0
NM04-43,Soil-type,S,41.5,108.83,0.1,1286,0,5.43,9.2,,0.004,0.001,0.001,0,0.012,0.002,0,0.003,0,0,0,0.011,0.001,0.001,0,0,0.003,0.001,0
NM04-45,Soil-type,S,41.82,108.54,0.1,1527,0,4.13,9.25,,0.005,0.001,0.001,0,0.007,0.001,0,0.002,0,0,0.001,0.006,0,0.001,0,0,0.002,0,0
NM04-46,Soil-type,S,39.76,108.64,0.1,1425,0,7.34,9.36,,0.002,0,0.001,0,0.006,0.001,0,0.002,0,0,0,0.006,0,0.001,0,0,0.002,0.001,0
NM04-67,Soil-type,S,39.15,107.93,0.1,1531,0,7.58,9.56,,0.002,0,0.001,0,0.004,0.001,0,0.002,0,0,0.001,0.012,0,0.002,0,0,0.002,0,0
NM04-71,Soil-type,S,41.74,111.79,0.1,1450,0,4.26,9.26,,0.012,0.002,0.003,0.001,0.024,0.003,0.001,0.008,0,0,0,0.013,0.001,0.002,0,0,0.003,0.001,0
NM04-73,Soil-type,S,42.09,112.16,0.1,1386,0,4.07,9.29,,0.025,0.002,0.002,0.001,0.014,0.002,0,0.004,0,0,0,0.006,0,0.001,0,0,0.001,0,0
NM04-75,Soil-type,S,43.3,112.26,0.1,1021,0,5.11,9.85,,0.002,0,0,0,0.013,0.002,0,0.004,0,0,0,0.012,0,0.001,0,0,0.004,0.001,0
NM04-78,Soil-type,S,42.96,112.74,0.1,1091,0,5.14,9.49,,0.002,0,0.001,0,0.015,0.002,0,0.005,0,0,0,0.017,0.001,0.002,0,0,0.006,0.001,0
NM04-80,Soil-type,S,43.33,113.07,0.1,952,0,5.18,9.48,,0.007,0,0.001,0,0.008,0.001,0,0.006,0,0,0,0.01,0,0.001,0,0,0.002,0,0
S2.1,Soil-type,S,50.08,5.27,0.15,80,0,11,6.8,,0.23,0.01,0.01,0,0.06,0,0.01,0.01,0,0,0.03,0.03,0.01,0.01,0,0,0.04,0.02,0.01
S2.2,Soil-type,S,50.08,5.27,0.15,80,0,11,7,,0.16,0.01,0.01,0,0.06,0,0.01,0.01,0,0,0.03,0.03,0.01,0.01,0,0,0.03,0.02,0.01
S2.3,Soil-type,S,50.08,5.27,0.15,80,0,11,7,,0.18,0.01,0.01,0,0.05,0,0.01,0.01,0,0,0.05,0.03,0.01,0.01,0,0,0.06,0.02,0.01
S2.4,Soil-type,S,50.08,5.27,0.15,80,0,11,7.3,,0.07,0,0,0,0.03,0,0.01,0.01,0,0,0.05,0.02,0.01,0.01,0,0,0.05,0.02,0.01
S3.1,Soil-type,S,50.09,5.27,0.15,80,0,11,6.8,,0.18,0,0,0,0.03,0,0.01,0.01,0,0,0.03,0.02,0.01,0.01,0,0,0.03,0.02,0.01
S3.2,Soil-type,S,50.09,5.27,0.15,80,0,11,7,,0.24,0,0,0,0.03,0,0.01,0.01,0,0,0.07,0.03,0.02,0,0,0,0.08,0.02,0.01
S3.3,Soil-type,S,50.08,5.27,0.15,80,0,11,6.8,,0.17,0.01,0.01,0,0.04,0,0.02,0.01,0,0,0.1,0.05,0.02,0.01,0,0,0.11,0.03,0.01
S7.1,Soil-type,S,50.08,5.28,0.15,80,0,11,6,,0.02,0,0,0,0.04,0,0.01,0.01,0,0,0.04,0.02,0.02,0.01,0,0,0.04,0.02,0.01
S7.2,Soil-type,S,50.08,5.28,0.15,80,0,11,6.4,,0.02,0,0,0,0.04,0,0.01,0.01,0,0,0.02,0.02,0.01,0.01,0,0,0.02,0.01,0.01
S8.3,Soil-type,S,50.08,5.28,0.15,80,0,11,6,,0.62,0,0,0,0.03,0,0.01,0,0,0,0.04,0.02,0.01,0,0,0,0.04,0.01,0
S8.4,Soil-type,S,50.07,5.28,0.15,80,0,11,6,,0.06,0,0,0,0.02,0,0.01,0,0,0,0.04,0.02,0.01,0,0,0,0.05,0.01,0
S9.1,Soil-type,S,50.07,5.28,0.15,80,0,11,6.3,,0.03,0,0,0,0.02,0,0.02,0,0,0,0.1,0.01,0,0,0,0,0.11,0.01,0
S9.2,Soil-type,S,50.07,5.28,0.15,80,0,11,6.1,,0.04,0,0,0,0.02,0,0.02,0.01,0,0,0.1,0.02,0.01,0,0,0,0.09,0.01,0
S10.2,Soil-type,S,50.07,5.27,0.15,80,0,11,6.6,,0.06,0.01,0.01,0,0.05,0,0.01,0.01,0,0,0.02,0.02,0.01,0.01,0,0,0.02,0.01,0
S10.3,Soil-type,S,50.07,5.27,0.15,80,0,11,6.5,,0.03,0,0,0,0.02,0,0.01,0.01,0,0,0.06,0.02,0.01,0,0,0,0.05,0.01,0.01
S10.4,Soil-type,S,50.07,5.27,0.15,80,0,11,5.9,,0.02,0,0,0,0.02,0,0.02,0,0,0,0.09,0.02,0.01,0,0,0,0.08,0.01,0.01
S10.5,Soil-type,S,50.07,5.27,0.15,80,0,11,5.7,,0.01,0,0,0,0.02,0,0.02,0.01,0,0,0.08,0.03,0.01,0,0,0,0.08,0.01,0.01
