Sample ID,Nu Cluster,Type,Latitude,Longitude,Depth (m),Elevation,Distance to land (km),MAAT,pH,744,1302,1300,1298,1296,1292,1292',1050-5,1050-6,1048-5,1048-6,1036-5,1036-6,1034-5,1034-6,1032-5,1032-6,1022,1020,1018
AII1079_GGC110,Marine-type,M,-30.81,-37.79,2661,0,961.9339834,20.65257108,NA,6592239,96380,20890,21452,1905,136900,10300,84,18970,0,0,7812,2522,1661,77,61,54,10744,884,313
AII1079_GC104,Marine-type,M,-31.2633,-35.915,1430,0,1096.506939,18.67334652,NA,6448374,31237,6163,5635,621,36924,2580,3338,1976,0,0,1658,542,0,0,0,0,2108,263,63
AII1258_BC35,Marine-type,M,26.769,-111.309,980,0,18.15828881,21.68139193,NA,80579,2118868,394787,277358,54596,4042573,129146,14717,28898,848,974,5482,8082,7163,8370,1089,3131,17576,12811,5934
AII1079_GGC153,Marine-type,M,-30.93,-38.758,3965,0,936.9164542,20.49143689,NA,5789119,173222,35209,33047,2755,211672,16692,96670,6322,0,0,26783,3406,135,1636,0,32,25643,1141,141
AII1258_GGC13,Marine-type,M,26.52,-110.5,1330,0,71.10529629,18.59389475,NA,160724,2180306,374142,257921,53118,3399828,99513,20151,34838,1107,903,7306,10503,10544,16143,1935,5581,27255,20919,8212
AII1258_BC43,Marine-type,M,27.9,-111.65,655,0,26.79216683,17.80362935,NA,73659,1486871,268817,185749,9322,2448198,69233,11585,20995,389,150,3859,5155,1970,2714,179,648,10385,3835,1646
AII1258_GGC24,Marine-type,M,26.08,-110.83,1020,0,25.45732384,19.92351772,NA,91187,1720585,314284,226912,47731,3578588,115517,14454,28525,722,895,5201,9747,7212,17218,1083,5824,20074,16707,7024
AII1258_GGC16,Marine-type,M,26,-110.67,1295,0,36.74309535,19.92351772,NA,103498,2397327,465455.5,322247,60044,3879298.5,118406.5,17058,31259.5,1014,1132,6063,8739.5,9743,14330,1799,4871.5,21623.5,17228,7584
AII1258_GGC53,Marine-type,M,27.62,-111.93,1442,0,17.82945378,18.48760142,NA,209014,2170166,311200,196258,41112,3047109,76337,7255,14532,266,302,4149,6030,5411,7416,624,2032,15450,12380,5490
AII1258_GGC66,Marine-type,M,30.163,-114.018,335,0,42.85826371,15.46601394,NA,251750,1070703,170995,100690,7753,2706377,55509,10869,17497,329,304,16332,19260,9502,14253,492,6592,49696,31450,18972
AII1258_GGC69,Marine-type,M,31.009,-114.165,210,0,53.30296435,16.44978174,NA,257229.5,1252550,179638,100928,26491.5,2464875,29808,9748.5,11093.5,453.5,291,18372.5,18303.5,7959.5,9664.5,854.5,3312,51449.5,25621.5,14659.5
AII1258_GGC71,Marine-type,M,30.68,-114.12,190,0,52.78958021,16.49483109,NA,171910,1949904,267448,141687,12640,4146531,55097,19933,20941,1384,715,27328,27607,14295,15836,1513,5601,70731,36524,21282
AII31_PC6,Marine-type,M,9.642,-43.617,4757,0,1037.750185,21.66617393,NA,4846358,214797,50318,55482,10733,399780,39786,109589,12632,622,2459,38861,6113,5794,279,1009,53,145569,6684,2539
AII602_PC10,Marine-type,M,-29.66,-34.667,1840,0,1038.569325,21.17229801,NA,4003087,90854,23955,19683,1544,113838,8483,15988,7395,2442,2661,5325,2137,7893,778,0,0,10320,2891,613
AII602_GC13A,Marine-type,M,-31.955,-36.568,2739,0,1128.594285,16.85050477,NA,5832439,94848,19706,16792,2241,106118,8108,28659,6668,1707,414,11000,2850,4523,396,0,0,19361,2361,530
AII602_GC9A,Marine-type,M,-29.125,-34.598,3273,0,1003.485524,18.29608868,NA,5962305,56365,11581,10900,1272,69067,4936,11558,1710,350,115,4528,1099,1621,69,127,68,7796,1004,207
AII31_PC17,Marine-type,M,11.908,-48.433,4824,0,865.5000826,23.09608237,NA,7239803,348025,73471,67331,5165,412563,40049,122758,13779,949,1958,48852,8816,4238,248,1045,921,213891,6964,1742
AII72_BC21,Marine-type,M,34.1,-75.7,2202,0,93.64655492,23.92489306,NA,7234715,100084,9860,7797,1885,75005,4327,139714,63957,3663,10836,269021,186066,69179,104416,17106,24437,698037,200955,65694
AII31_PC16,Marine-type,M,11.958,-46.167,4217,0,1015.351927,23.17105961,NA,5461352,76244,13161,10918,878,61782,6052,23952,1321,1211,296,0,11021,0,0,0,0,67145,3323,1968
AII31_PC2,Marine-type,M,10.583,-44.85,5106,0,1000.486469,21.75625049,NA,5155949,1235559,251757,229713,25960,1691088,129287,26310,233127,3573,10466,213474,236552,31511,50035,7233,8784,1531537,128039,38595
AII31_PC12,Marine-type,M,10.333,-41.292,3182,0,1292.092527,22.85487874,NA,1867472,55742,10890,8741,974,58985,3714,8912,1783,0,0,2327,441,2260,67,0,0,11225,522,199
AII9318_PG58,Marine-type,M,25.978,56.7217,103,0,26.60379613,24.52391497,NA,652919.5,2274171.5,736962.5,596634.5,238330,7159076,232237,13708.5,31545,590,680,46005,58646,13862,14583.5,1230,5240,120269.5,64952.5,45469
AII9318_PG57,Marine-type,M,26.443,56.028,72,0,23.83549227,25.2022971,NA,753687,1099986,345346,271932,108592,4443250,119319,7730,15673,0,0,40085,48231,9446,10070,632,3460,148443,68256,44886
AII9318_PG45,Marine-type,M,29.337,49.755,30,0,51.73248365,25.96092582,NA,5090787,1463386,409944,339553,89717,4318706,71391,42953,46040,600,1653,122535,134464,32677,32550,5126,9460,471244,196035,133973
AII9318_PC57,Marine-type,M,26.443,56.028,72,0,23.83549227,25.2022971,NA,381116.5,4662787.5,1531877.5,1147828.5,453359,12734614,429663,20635,38509.5,519,367.5,77184,86267.5,20045,16781,2864.5,6477,217481.5,84652,65812
AII9318_GC53,Marine-type,M,25.658,53.147,48,0,61.37334877,26.41661263,NA,7771540,1025634,310143,216877,55322,3118612,73061,15631,33578,0,0,82860,114937,24229,23023,2562,6538,530483,244219,166931
AII9318_GC48,Marine-type,M,27.455,50.4633,61,0,45.52059516,23.43655829,NA,1677056,1457204,391472,255499,87211,3692290,61023,12727,27677,538,357,56919,66464,28876,24013,3768,11016,287924,116851,80260
AII72_PC24,Marine-type,M,33.4,-74.9,3824,0,200.2025338,22.32261502,NA,2281417,959193,152337,121278,18977,1120200,69536,7690,119457,4030,1788,23260,50535,7996,20156,443,4456,119675,26471,10912
AII15_GC766,Marine-type,M,-32,55.117,4417,0,1100.101619,16.56856964,NA,3861586,146705,11062,8410,1101,57015,4010,0,0,0,0,7493,677,0,0,10,79,7084,57,132
AII31_PC15,Marine-type,M,11.885,-43.79,3940,0,1183.867415,21.51991858,NA,4221789,71101,13122,12378,961,79416,6761,0,0,124,1053,12090,1610,29,3661,184,18,84083,1958,917
AII31_PC13,Marine-type,M,11.338,-41.863,4204,0,1302.916535,21.12442511,NA,3506167,131758,28969,28287,1956,183642,16913,0,0,0,0,0,0,0,0,0,0,10943,353,70
AII15_GGC765,Marine-type,M,-32.025,49.925,3698,0,820.4860593,17.88110468,NA,4803188,90755,18672,17985,1806,109528,10457,0,0,0,0,7251,715,691,34,0,0,7477,382,246
AII31_PC6_2,Marine-type,M,9.642,-43.617,4757,0,1037.750185,21.66617393,NA,733327,31748,7183,8291,1973,65860,5051,16316,1575,0,0,5788,969,6,758,13,43,22733,840,334
BJ803_MC20,Marine-type,M,-6.766666667,116.9666667,419,0,80.14133377,24.09600175,NA,428042,1172771,364278,375544,112970,3491279,234782,19626,35477,1433,1697,9389,13310,11573,18748,1718,7088,32692,21151,13583
BJ803_MC142B,Marine-type,M,-8.466666667,117.85,296,0,7.207438736,24.49825827,NA,206956,1052725,411897,564297,157000,4572908,389636,10457,14162,558,711,20934,33354,11990,12923,2370,5588,106080,37127,22868
BJ803_MC127G,Marine-type,M,-5.8,120.3,366,0,17.28163888,25.14465749,NA,241267,414078,145729,154850,53677,1506346,105685,5908,12318,659,628,9447,14425,8727,11949,1089,4749,73344,25024,14783
BJ803_MC121H,Marine-type,M,-0.183333333,128.8166667,1977,0,42.6388618,23.58659822,NA,225502,692889,214254,238891,52989,1841615,183632,28520,32095,1544,2445,7715,15936,7972,15420,1366,5709,65757,20418,10116
BJ803_MC108G,Marine-type,M,-0.933333333,127.6833333,272,0,6.905756005,24.29267378,NA,286400.5,1556249.5,667410.5,1087010,378309,8806600,992341,12096.5,19450,583,819,62260.5,101476,9146,14872,1098.5,1409,441114.5,76745.5,39435.5
BJ803_MC26,Marine-type,M,-4.433333333,117.7333333,1943,0,71.34967406,24.78236855,NA,296432,148343,47317,54648,17421,485275,40862,9461,11414,463,898,6274,9594,0,588,484,4800,70223,12048,6439
BJ803_MC22H,Marine-type,M,-5.2,103.65,1189,0,20.24083094,26.0620202,NA,237728,581953,187740,226786,61609,1937447,144903,9320,15927,568,1124,5031,9052,4309,12946,575,4288,48761,13256,7910
BJ803_MC84B,Marine-type,M,-1.383333333,117.6166667,401,0,57.90701201,25.96311148,NA,279694.5,1501140.5,599616.5,701019.5,241721,5726824,398612,23765,31665.5,1230.5,1674,36947,47690.5,10690,19310.5,2182.5,5724,379854.5,55782.5,26230.5
BJ803_MC4A,Marine-type,M,-7.404,115.359,920,0,39.21298933,24.51520146,NA,327377,400690,189612,198939,80958,2881437,86703,6967,7692,224,364,24255,24064,4265,8295,1451,1479,76960,50944,47952
CHN1155_GC57,Marine-type,M,-23.097,-40.152,2595,0,148.467999,23.3422083,NA,6253849,527205,119726,106898,9546,784631,49640,104702,44468,3925,10314,50524,21720,3099,14344,323,2115,143943,17254,6888
CHN1151_GC58,Marine-type,M,-24.28,-41.6317,1922,0,145.6699746,22.94037536,NA,3314391,478326,105043,81206,13828,705277,40386,4342,79161,780,14515,9447,38282,23342,1071,373,4290,101935,96441,78474
CHN1151_GC54,Marine-type,M,-23.653,-35.227,4153,0,618.3030746,23.80736909,NA,6788632,337904,55238,50951,2609,339053,24779,10492,516270,4599,2963,151981,29791,635,14535,44,1898,303812,19994,5847
CHN1004_PC29,Marine-type,M,6.923,54.965,5106,0,533.338048,23.59081512,NA,475866,527654,114274,123803,19048,1095016,89072,4825,22632,546,4672,1745,4981,0,16742,107,6586,13255,3510,1944
CHN100_GC40,Marine-type,M,1.617,59.678,5426,0,749.5336289,24.2694872,NA,2624849,1214554,281744,252552,34384,2026729,153872,27132,102898,1443,31220,12912,6750,0,40469,21467,935,37064,4549,4022
CH0798_MC18,Marine-type,M,36.872,-73.573,1025,0,192.5635461,16.46909092,NA,128359,572055,54546,26199,6367,629879,12558,8916,11573,907,989,4165,5234,5417,9596,737,3338,10980,9648,4079
CH0798_MC1,Marine-type,M,37.619,-74.178,968,0,103.5384728,13.98266972,NA,199818,509008,53908,28012,6597,612431,13968,9659,12136,1122,1061,4691,5206,6232,10154,853,3394,11133,10170,4068
BJ803_MC94A,Marine-type,M,2.333333333,127.8166667,501,0,6.175778353,24.33953946,NA,339156,461123,155085,173244,55651,1468277,115886,10592,18349,774,1262,6732,10692,7996,11809,1048,4294,26906,13957,7034
BJ803_MC80F,Marine-type,M,2.866666667,118.3833333,2326,0,57.10269949,26.23610306,NA,213614,649695,199594,221789,69057,1962699,145323,17095,24006,1296,2793,12093,20272,4615,16357,719,6189,169746,19757,7983
BJ803_MC8H,Marine-type,M,-7.366666667,115.25,648,0,31.07561478,24.3022895,NA,267497,1054109,37956,387417,122405,3612117,250211,13023,26132,1047,1221,8702,13406,9451,15123,1478,5941,53266,24304,12881
CHN752_PC9,Marine-type,M,14.3,-52.625,5061,0,745.4746596,25.17788972,NA,5257698,652985,133164,128965,9524,947198,81592,0,248363,3097,7489,24589,90481,0,66655,526,17825,353135,32667,16273
CHN82_PC19,Marine-type,M,43.4883,-26.625,2630,0,502.512761,15.83794696,NA,7447939,52382,11311,8229,634,55860,3500,6533,1639,19,252,2401,442,25,510,2,97,2397,85,30
CHN82_PC11,Marine-type,M,42.3833,-31.792,3209,0,301.1245956,15.85125976,NA,6689737,97638,17073,11466,11466,104158,6080,2649,11466,0,0,6912,917,2649,11466,0,0,5085,411,24
CHN1151_PC7,Marine-type,M,9.133,-20.052,3806,0,458.361378,18.51679537,NA,8568875,234700,45786,38884,2401,261733,21162,1188,40224,136,1198,12696,5393,154,5922,1204,324,43326,2697,869
CHN752_PC7,Marine-type,M,14.233,-55.787,5141,0,410.901655,24.79526845,NA,8515557,141101,18195,16163,1452,96131,8410,1220,80911,683,2113,27155,57802,0,116,0,0,652328,17290,4589
CHN752_PC5,Marine-type,M,14.2417,-58.415,3550,0,162.5264292,25.59996993,NA,11302431,341482,87715,91753,6334,549198,54629,1303,109214,951,129,43804,10852,1147,6936,667,1181,155960,9841,4492
CHN752_PC4,Marine-type,M,14.2917,-59.5833,3364,0,106.4378038,24.66904156,NA,7882860,142590,31468,31209,3184,190229,17726,744,42407,51,1352,13835,33772,3815,7633,416,947,297948,12360,4595
CHN1151_PC10,Marine-type,M,9.262,-19.44,4685,0,394.3056364,17.9922887,NA,6014738,730734,122497,100901,8474,769864,44720,4382,157080,1489,3042,20984,59581,1447,19697,0,4854,596338,14990,3913
CHN115_PC59,Marine-type,M,-29.347,-40.097,4188,0,729.5501683,21.71800656,NA,5580238,518188,74533,61708,4137,531824,33220,2503,295214,2495,2048,45938,91876,4760.5,9521,16,1244,157723,12567,3196
HLY0205_MC21B,Marine-type,M,73.15880642,-158.806417,1309,0,212.1250227,-0.535374996,NA,2033434.5,287247.5,7644.5,2425.5,214,233927.5,1847.5,9667.5,19292.5,113,566.5,27851,23691.5,6433.5,7505,600,1302,75734,10783,2670
HLY0205_MC17A,Marine-type,M,72.341133,-155.7436,897,0,109.0033786,-0.373632996,NA,318164,2187381,61019,18344,13050,1816506,8666,33476,26541,3034,3737,23457,16664,14664,24359,2235,9167,41514,15118,4935
HLY0205_MC14A,Marine-type,M,71.999,-153.438,1282,0,110.5641456,-0.196333986,NA,312046,1530935,44627,13633,8652,1189040,6415,69215,26845,5349,4864,80645,40140,26696,25118,2540,5966,71217,24794,8133
HLY0204_JPC16,Marine-type,M,72.0091,-153.4164,1310,0,111.9116032,-1.048384616,NA,343633,2552830,73956,20149,13575,1847465,10795,82757,37462,5747,6176,87254,44186,32628,41340,4093,11390,82759,29339,12456
GMT14_MC3K,Marine-type,M,27.5,-90.3,1100,0,172.4065158,22.07677315,NA,346603,352097,90687,97931,14176,729386,57884,1984,8870,296,673,7281,10823,2786,4993,105,1077,33760,7308,3071
END661_GGC29,Marine-type,M,2.46,-19.762,5105,0,938.6100064,22.34175735,NA,7727294,103698,18160,15043,1220,99454,7216,417,34002,0,0,2000,14426,396,2420,16,1089,94690,2459,473
END661_GGC21,Marine-type,M,4.233,-20.625,3792,0,900.3812691,22.19200989,NA,5059886,168490,50065,23273,5418,206219,4320,195,51467,0,0,5885,18142,431,4441,0,0,34786,2445,389
END661_GGC10,Marine-type,M,6.64,-21.897,3527,0,787.7381558,20.29576747,NA,5159889,2087285,550473,527719,40129,3165323,272257,814,83773,397,7736,8211,24634,15,31666,0,8190,28641,5595,1649
CHN993_PC15,Marine-type,M,-8.172,-15.445,4353,0,115.1435003,22.6340273,NA,7416494,22161,4792,3412,281,26090,1645,0,0,0,0,883,91,0,0,0,0,2972,175,23
CHN992_PC14,Marine-type,M,-8.25,-17.667,5457,0,358.9121788,22.83868768,NA,6411476,19904,3434,2441,278,18352,1020,44,2935,0,0,0,1101,0,1229,0,0,3454,299,349
CHN431_GC16,Marine-type,M,-18.067,58.4,3869,0,180.7440372,24.52435486,NA,1837887,63487,10578,12011,292,80476,7442,18,4303,62,718,1456,153,42,904,0,0,2448,383,219
CHN82_PC24,Marine-type,M,43.465,-30.66,2925,0,417.6959737,15.73505384,NA,7821091,124775,43897,43015,2281,190481,5259,133,7186,0,0,0,2865,0,955,0,0,3471,2251,478
CHN82_PC4,Marine-type,M,42,-32,3427,0,263.8116413,16.47964795,NA,8596458,266753,48824,35646,3263,269778,16531,67,27685,0,0,0,9180,0,2079,0,0,6510,741,211
KNR1348_BC47,Marine-type,M,41.4501,40.3592,184,0,46.44716762,8.881055337,NA,865063,4804810,315765,114390,34826,6162508,59197,96942,83702,8455,8132,135790,105847,81341,58812,9018,7509,258685,119098,39405
KNR1348_BC43,Marine-type,M,41.8232,40.2137,1860,0,88.92940742,9.014323782,NA,150550,4251899,356893,180333,42889,6089122,83131,72339,14692,2141,3897,24737,17524,4168,10319,137,444,134905,5318,3399
KNR1348_BC21,Marine-type,M,43.091,32.026,2092,0,148.2249473,9.487191624,NA,46890,2647835,258370,136160,32843,4078140,64977,60531,11191,1492,3055,14607,10360,6249,4754,0,0,84289,4353,3423
KNR1348_BC15,Marine-type,M,41.77,30.505,1738,0,64.37182262,9.807393251,NA,712988,1748870,137595,66938,17658,2361545,28892,62634,49566,5177,7150,99553,92321,66456,54054,7498,7629,182349,110629,39766
KNR1402_GGC26,Marine-type,M,29.7,-73.4,3845,0,494.0838274,22.16795907,NA,7009139,372426,48202,41579,2087,311584,26328,2516,181236,0,0,0,65472,0,9051,2,1386,110632,687,2950
KNR1348_BC78,Marine-type,M,42.215833,34.011,250,0,25.65331178,8.612519124,NA,373001,4254014.5,294136,115040,37040,5718836.5,53854,65275,38557.5,5163,4682,55783,52616,53221,32523,4781.5,3856.5,91632,59707,25159
KNR1762_MC24F,Marine-type,M,3.861,-78.2218,1903,0,83.75029165,20.0065012,NA,271679,1431445,329720,353118,44591,2497991,142192,14271,28079,1255,2410,11524,16007,6929,19135,1002,6398,120516,16364,7071
KNR1762_MC14G,Marine-type,M,4.847,-77.614,884,0,27.80628028,19.1570021,NA,278748,1143438,265361,298413,46797,2284006,121739,24830,39756,2350,3086,32914,45721,17040,27377,2951,8403,336151,36687,15803
KNR1762_MC11D,Marine-type,M,5.445,-77.705,1844,0,16.97669669,19.99779309,NA,288004,1116045,285641,320802,48777,2414862,124698,24620,38403,1593,2381,26799,36938,13316,22452,2273,7098,320140,34887,14585
KNR1662_MC94A,Marine-type,M,24.569,-79.225,259,0,71.1998516,24.45495209,NA,1474372,1130425,340431,408422,133191,3735165,201281,32934,66850,3280,4129,99117,106379,42968,32641,6454,13825,312697,128700,87157
KNR1662_MC89A,Marine-type,M,24.563,-79.236,353,0,72.40084221,24.45495209,NA,1102054,239909,82041,97864,27390,840331,46745,6707,10611,202,633,17445,18802,8233,7419,1161,3886,59842,26139,17555
KNR1662_MC64A,Marine-type,M,23.606,-79.039,209,0,48.67574465,25.65351896,NA,4559515,584073,159287,148005,30795,1537442,54881,18615,24882,422,547,52777,47431,20077,14780,2655,6248,173157,88499,60991
KNR1662_MC19A,Marine-type,M,24.42,-83.372,173,0,50.83596806,21.14984449,NA,991608,629102,174382,150989,43027,1573522,69103,9107,17058,648,891,21651,26977,17724,22425,2733,10221,105241,52617,34361
KNR1662_MC11B,Marine-type,M,24.22,-83.296,751,0,59.04010194,21.61629225,NA,1502210,910102,229434,246707,39447,2089378,155564,9326,30356,654,2821,27173,43589,21793,42796,2140,12855,204892,62019,37985
KNR1402_GGC59,Marine-type,M,32.977,-76.316,1205,0,179.7297242,24.27406262,NA,2312421,1530908,289069,264300,44256,2670665,150988,36542,56275,1734,4608,45100,76161,39266,149042,3932,52083,343596,232620,84584
KNR1402_GGC43,Marine-type,M,32,-76.1,2590,0,268.0160342,23.15808981,NA,7386395,2883915,520937,366546,27998,3397695,191522,14777,215634,1063,9815,50932,124131,16933,50577,1311,13724,309955,68276,27285
KNR1402_GGC42,Marine-type,M,31.7,-75.9,2710,0,305.8430793,22.00227759,NA,4264534,1923581,368208,317054,28463,2641355,181901,14512,194006,1330,11983,36560,92001,15111,45620,189,1410,197139,49067,20462
KNR1402_GGC31,Marine-type,M,30.9,-74.5,3410,0,451.831657,21.25540684,NA,5633621,2277658,480931,409349,34619,3536986,239216,33495,208571,1584,6574,49419,131784,15822,47175,1874,14920,351028,64104,26037
KNR1402_GGC28,Marine-type,M,30.1,-73.8,4211,0,499.8968573,22.22134746,NA,9321011,899504,147653,131913,6751,1050209,89657,6410,481159,3972,7106,77755,155511,11044,22088,230,3694,215016,23884,7795
KNR19710_MC12A_2,Marine-type,M,37.361,-35.4331,3078,0,428.4852314,18.17823357,NA,4657498,1147474,257240,231125,15634,1833760,115056,438,32343,86,3115,0,7832,0,19,0,0,5636,896,393
KNR1981_MC13B,Marine-type,M,39.425,-67.115,3650,0,316.2566856,16.79496433,NA,6327443,4199004,638636,411146,35101,4723274,213559,17487,200228,1088,6512,39984,74319,0,42858,1212,11791,213416,29574,10955
KNR1981_MC8B,Marine-type,M,43.393,-67.768,271,0,74.04693526,7.575845012,NA,303709,2352162,155027,56216,19853,3061715,36105,29963,44876,3677,5103,19689,22179,30927,48026,4994,16643,38904,41144,20629
KNR19710_MC49B,Marine-type,M,38.074,-68.66,4109,0,370.7617756,18.56626567,NA,3914785,2670560,431234,314385,29266,3216293,163637,12767,107217,2306,4213,32471,51535,0,44584,864,13301,138119,25284,10588
KNR1981_MC1A,Marine-type,M,42.021,-69.323,212,0,54.93100491,7.202016621,NA,430938,2015504,117155,36943,13949,2144584,17349,39225,54771,5410,9550,23747,31980,42857,80399,7406,29955,51658,58666,29371
KNR19710_MC53D,Marine-type,M,39.217,-69.458,2745,0,229.9117797,15.06358945,NA,2952775,1731212,239230,141650,15909,1789508,65535,6136,68927,756,5184,10882,32881,0,34678,177,10906,62178,14902,4562
KNR19710_MC45B,Marine-type,M,43.35,-60.208,966,0,65.43754293,8.280463325,NA,1178060.5,2268900,209570.5,90537,16171.5,2145500.5,41849,16082,25525,1891,4668.5,13725,17271,17145.5,37285.5,2390,11765,54339,26408.5,10310.5
KNR19710_MC9A,Marine-type,M,37.12,-34.265,2953,0,364.0762246,17.96237935,NA,1617863,917825,198072,185806,16476,1459131,91342,257,16573,38,1454,0,4045,3,2169,0,0,2890,517,192
KNR19710_MC7A,Marine-type,M,37.090967,-31.93415,1452,0,261.1982977,17.39258975,NA,5768174,1255840,290739,236139,17682,1896982,112879,943,32705,485,7563,0,6901,0,9016,0,1645,6765,2033,1046
KNR1955_MC9C,Marine-type,M,-0.826,-87.908,1563,0,148.8268598,17.21229755,NA,980782,2981769,695249,683081,58127,4734260,362358,12557,22854,2114,6557,3395,9339,0,47396,0,17704,11547,16089,9327
KNR1955_MC42A,Marine-type,M,-1.253,-89.686,615,0,9.751190811,16.66820957,NA,173213.5,2273590.5,565835,559260.5,84350,3871346.5,316845.5,19033.5,31027,1641,2456.5,6207,9161,13202.5,15471.5,1824,5134.5,11667.5,9564.5,6064
KNR1955_MC4C,Marine-type,M,-0.216,-89.504,1612,0,54.70595426,18.0627315,NA,762639,2550354,537720,546302,55589,3787801,287488,34667,49962,3215,7011,6975,11712,0,48241,3032,18157,16514,19128,9066
KNR1955_MC34A,Marine-type,M,-3.598,-83.963,3224,0,309.8940624,17.27989539,NA,240592,3785752,837198,756748,89773,5176561,351641,13668,32246,2933,10799,4154,10939,0,55723,0,16866,11243,10069,5698
KNR1955_MC33B,Marine-type,M,-3.224,-82.914,2949,0,218.03564,16.93631698,NA,197401,1221236,272953,235814,34333,2036253,148179,9094,18471,905,1866,1959,3551,3178,14740,164,5301,7198,5616,2910
KNR1955_MC25A,Marine-type,M,-3.583,-81.165,381,0,45.8208798,16.79937506,NA,70883,3330063,736479,691754,156876,6149934,338777,23572,40014,1787,1421,17050,20380,8227,11889,1136,4288,36247,12737,6951
KNR1955_MC18B,Marine-type,M,-3.969,-81.31,1024,0,28.94532897,15.86751171,NA,173506,1231153,273698,228296,46757,2444920,134550,8688,17052,757,558,5260,6822,4900,6807,97,626,19321,7843,3540
KNR1955_MC11A,Marine-type,M,-1.532,-86.785,2288,0,287.8783071,17.22763613,NA,879593,1231798,251918,239105,18141,1859919,125194,3841,8622,394,1842,1105,4368,0,18739,21,7026,6547,5101,2171
KNR1782_MC4A,Marine-type,M,36.123,-72.28,3865,0,292.5686511,22.7920884,NA,1852283,1151437,193735,155544,20583,1518173,74573,10894,65615,1336,3521,21338,41050,0,28212,693,8611,132850,27230,11411
KNR1782_MC5B,Marine-type,M,35.824,-73.581,3382,0,171.6980211,23.23078283,NA,1099028,629789,105890,76939,12339,824528,36717,18511,35571,1280,3506,13578,17164,6559,17767,629,5565,81365,19678,8307
KNR1782_MC1B,Marine-type,M,36.12,-72.292,3979,0,291.4516206,22.7920884,NA,2881272,1231562,226973,167009,17437,1597986,79031,10957,89526,1001,2264,32848,57533,9707,29238,988,8278,182596,35415,14466
KNR1762_MC40H,Marine-type,M,7.1,-80.53,1509,0,15.29344557,19.26941946,NA,262761.5,1801013.5,431025.5,476361,102232,3960977.5,200112.5,21207,30837,1848,2168,18679.5,24232.5,17771.5,21603.5,2717,7195.5,71363.5,29484,14176
KNR1762_MC37H,Marine-type,M,6.639,-77.781,1256,0,19.18619533,19.54385432,NA,220122,1794860,462229,517190,80051,3876252,217760,24248,38011,2245,2624,21615,33820,15451,26995,2756,8581,182590,35400,14283
KNR1762_MC4A,Marine-type,M,7.276,-78.248,2121,0,25.27547667,20.18890897,NA,218626,1173657,283351,321755,50999,2492196,140229,16269,25354,1127,1669,11539,16827,7656,17550,1226,5755,76108,17974,7864
KNR1762_MC28G,Marine-type,M,2.893,-79.798,2260,0,144.8029009,19.50480984,NA,298088,1239233,291792,307395,37369,2162452,128664,13322,25481,1143,2309,10070,16312,17871,1603,974,6049,107965,15157,5853
KNR546_MC22B,Marine-type,M,59.195,-8.858,1498,0,122.9407033,9.68042794,NA,5556865,3582985,401928,202822,21161,3376951,84978,33654,43196,2004,8447,8455,21383,0,50759,1625,18054,46273,23398,12999
KNR546_BC21B,Marine-type,M,59.687,-6.9533,1068,0,78.5744991,9.945188876,NA,4370702.5,5253178,630572.5,289849,46142.5,4954198,112797.5,45580,90965.5,6018.5,10806.5,23670,35148.5,41258.5,87336.5,6513,35752.5,63676.5,69754,39405.5
NRS1,Marine-type,M,26.9663,34.8984,1200,0,72.01203592,22.91946369,NA,6758805,54646,19535,31571,7241,179950,26791,251,940,924,454,1944,3781,6323,2419,1609,963,7108,9925,8008
NH0112_BC32A,Marine-type,M,46.33,-124.289,83,0,16.5303065,8.927011078,NA,852187.5,784081,32506,14110,7151,999459.5,6677,48053,41894,2840,3657,70864,53447,20218,21004,3155.5,2974.5,70886,24141.5,8385
NH0112_BC25A,Marine-type,M,46.814,-125.003,627,0,64.32775929,9.235074608,NA,278059,2969315,385769,234418,33670,3118236,59624,29821,39353,2362,3069,22996,23613,16341,24999,3079,7977,36134,24087,11147
NH0112_BC24A,Marine-type,M,46.658,-124.631,144,0,41.70132886,9.049734744,NA,669305,1754782,94105,43364,15452,1762693,15903,33620,42326,2338,2882,29403,28917,17705,23959,2819,6386,38283,23408,12163
NES251_BC33,Marine-type,M,48.001,147.65,2020,0,226.5166306,2.449536241,NA,815328,852881,74165,38005,5437,763005,11318,6059,8964,328,824,10648,10359,0,10859,299,3073,41317,13716,5423
NES251_BC32,Marine-type,M,53.545,144.552,1006,0,92.59632627,1.614650424,NA,387780,4121121,190813,68490,17332,3131982,22493,24864,31130,2782,3816,17602,11571,23342,23376,3226,6281,27597,22144,7770
NES251_BC30,Marine-type,M,52.053,147.526,1309,0,288.2071909,1.857904482,NA,1445471.5,576948,31327,14837.5,1546.5,277621,5564.5,7674.5,11047,606,681.5,9128.5,10035,5007,11079,259,3747,30616.5,8616.5,3324
NES251_BC3,Marine-type,M,48.286,150.42,3655,0,173.5043174,1.465281809,NA,975197,2441496,215237,108283,16039,1986170,28537,18792,21505,1806,4306,10428,10123,0,23893,0,7621,37335,8409,3615
MW919_BC74,Marine-type,M,-0.022,162.644333,4445,0,477.44002,27.00666071,NA,7219556,220077,68162,57993,4824,404759,42757,47,33031,129,385,0,8822,183,1281,0,0,25292,3431,879
